year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2014,2014-09-30,1:30pm – 2:30pm,Kim Martin (DH MakerBus),Opening Keynote: Grass/Roots: Notes on a Public Digital Humanities,"Kim Martin is entering the fourth (and final!) year of her PhD in Library and Information Science, with a focus on the information habits of digital historians. She is the project manager of a 5 year SSHRC funded grant titled Digging Digital Humanities, for which she has traveled around North America and Europe researching digital humanities centers, projects, people, and networks. In 2013, Kim and two friends purchased a 1991 school bus, which they have since converted into Ontario’s first mobile makerspace: the DH MakerBus. This past summer, the DH MakerBus team ran their first ever Eurekamp for kids aged 6-10. MakeU was a huge success, proving to Kim and several super-enthusiastic parents that it’s never too early to start a humanities based education.What started as a passion project quickly became an area of academic interest, and Kim now works to showcase the public benefits of humanities education in London and beyond. She is a co-lead on the Humanities Matters Bus Tour (coming Spring 2015) and is currently implementing a local chapter of 4Humanities at Western University.",keynote,,,,
2014,2014-09-30,2:40pm – 3:10pm,"John Durno (University of Victoria) | Bronwen Sprout (University of British Columbia, Vancouver, BC)",Growing the PLN: Challenges and Opportunities,"The COPPUL Private LOCKSS Network (PLN) provides a collaborative digital preservation infrastructure of replicated storage nodes across Western Canada. Currently overseen by the COPPUL Digital Preservation Working Group (DPWG), the PLN has been fully operational for 5 years, following a two-year pilot in 2008/2009. While the capacity of the PLN has been sufficient up to now, as digital preservation activities ramp up across the consortium it is possible to foresee the demand for space growing rapidly and unequally among members, raising the question of how to equitably balance resourcing and use of the shared space. This session will cover the history and development of the PLN; new COPPUL-led projects streamlining the onboarding of PLN content, including Archive-It, Archivematica, LOCKSS-o-matic, and LOCKSSdm; and future directions to address the challenges of sustainability, equitable resourcing and space allocation across all participants in the PLN.",talk,,,,
2014,2014-09-30,3:20pm – 3:40pm,"Jonathan Younker (Brock University, St. Catharines, ON)",Lightning Talks,"The Brock University Library has set up a pilot project to process neuroscience data from our Psychology faculty using the Library’s lab PCs. In so doing, we’re integrating ourselves into researchers’ data and analysis processes, investigating the development of a library cluster computing service for researchers, and are establishing workflows to integrate their processed research data automatically into our repositories.

",lightning,,,,
2014,2014-09-30,3:40pm - 4:00pm,Catherine McGoveran (University of Ottawa),"#HackUOBiblio – libraries, hacking, and open data
","To mark International Open Data Day 2014, a team of librarians at the University of Ottawa organized a one-day, open data hackfest. In keeping with the theme of open, the organizers decided to make the event as open as possible – open to all skill levels, open to all ideas, open to all students, professors, staff, and members of the public. This presentation will cover some of the key outcomes from a tremendously productive day and will demonstrate how the hackfest’s success is impacting library services and in-house technology education.",lightning,,,,
2014,2014-09-30,4:00pm - 4:20pm,"Alex Carruthers (Edmonton Public Library) | Lydia Zvyagintseva (University of Alberta, Edmonton, AB)",Hacking the city: Libraries and the open data movement ,"This presentation explores the civic role of libraries in relation to the open data movement. Where do cities and libraries intersect? How can we support digital literacy, promote civic participation and leverage the knowledge found in our communities? We discuss two events that took place in Edmonton in 2014 as case studies for these issues: Edmonton Public Library’s Open Data Day and hackYEG, local hackathons that brought together the library, the city, local data enthusiasts and an international community of civic hackers. Drawing on the philosophy of participatory learning, we argue that providing open data as part of library services supports an increasingly popular and important method of accessing and utilizing knowledge for all types of libraries.",lightning,,,,
2014,2014-09-30,4:30pm – 5:30pm,"Gillian Byrne (Ryerson University, Toronto) | Jeff Carter (University of New Brunswick, Fredericton, NB) | Krista Godfrey (Memorial University of Newfoundland, St. John's, NF) | James MacKenzie (University of New Brunswick, Fredericton, NB)",Panel: Useful Usability,"Get your fix of usability and web goodness with this panel! In one session, you’ll learn how to get accessibility standards and usability testing to play together and work towards “usable accessibility”, discover how responsive design impacts usability testing and how to test in mobile environment, and how to deal with test results (even those you don’t want), ultimately moving from complaints to opportunities.",panel,,,,
2014,2014-10-01,8:45am – 9:15am,"Cynthia Ng (BC Libraries Coop, Vancouver, BC)",We’re All Disabled! Part 2: Building Accessible Web Services with Universal Design,"We’re building and improving tools and services all the time, but do you only develop for the “average” user? We all use “assistive” technology accessing information in a multitude of ways with different platforms, devices, etc. Let’s focus on developing and providing web services that are more accessible not only for those with disabilities, but for everyone.The goal is not only to change our thinking, but also to look at the practical side of things in how we might implement an accessible web service using the open source tools and packages, or within the confines of the software we use.",talk,,,,
2014,2014-10-01,9:25am-10:10am,"Paul Joseph (University of British Columbia, Vancouver, BC)",When Campus IT Comes Knocking: A New Model for UBC Library IT in the 21 Century,"In November 2013 UBC Library and UBC IT announced a new partnership in the resourcing and management of Library IT. While a challenge to the traditional IT service model, this opportunity potentially benefits the Library greatly as it makes efforts to contextualize its place and role within the 21st academic environment. Following the announcement, the Library and UBC IT conducted a 5 month-long comprehensive assessment of the Library’s operational needs and the IT infrastructure and services required to support the Library. This presentation will provide insight into the assessment process led by an enterprise architect and business analyst. Topics to be covered include: defining the Library’s business operations and developing a rubric of capabilities, functions, and processes; creating and analyzing a detailed application infrastructure review of over 100 Library-supported applications; diagramming process and ecosystem maps to visualize complex data interactions and integrations; mapping applications to the rubric and generating data to inform the findings and recommendations of the assessment. While this presentation is mostly concerned with describing the assessment process, it will close with a review of some of the key findings and next steps.",talk,,,,
2014,2014-10-01,10:10am – 11:10am,,Poster Session Walk Around + Coffee Break,"You’ll have a chance to see the poster presentations, and vote for the best professional and best student posters. Prizes include compensated registration to Access, and compensated registration to the 2015 OLA Super Conference.",poster,,,,
2014,2014-10-01,11:10am – 11:50am,"Sonya Betz (Grant MacEwan University, Edmonton, AB) | Sam Popowich (University of Alberta, Edmonton, AB)",Taking Control of Discovery: In-house development to improve student experience and break down silos,"When it comes to software, libraries have many more options today than they did ten years ago. While still reliant on vendors for some aspects of library software, more and more libraries are turning to in-house development and open-source software to take back a measure of control over their data and their users’ experience. MacEwan University and University of Alberta Libraries are both taking advantage of these new options in software development to create discovery and access systems that are more flexible and more intuitive. While these libraries differ greatly in their focus, and in the needs and requirements of their users, their approach to discovery has evolved along a similar path, with similar outcomes. Do projects like those at MacEwan and U of A represent a fundamental shift in how libraries understand discovery, or more broadly, a shift in how they understand their relationship with software vendors? This presentation will examine the discovery projects at U of A and MacEwan, and probe some of the big-picture questions such projects raise.",talk,,,,
