year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2012,2012-10-19,9:30 – 10:30,"Aaron Straup Cope (Smithsonian Institution, Washington, DC)",Opening Keynote: “We were Otaku before it was cool”,,keynote,,,,
2012,2012-10-19,10:45 – 11:00,"Daniel Chudnov (George Washington University, Washington, DC)",Social Feed Manager,,lightning,,,,
2012,2012-10-19,11:00 – 11:15,Heather Cunningham (University of Toronto),Discovering the hard to find: new media in traditional journals,,lightning,,,,
2012,2012-10-19,11:15 – 12:00,John Durno  (University of Victoria) | Corey Davis (University of Victoria),Locked in the cloud: What lies beyond the peak of inflated expectations?,"According to Gartner, cloud computing is “the most hyped subject in IT today.” (Hype Cycle Special Report, 2011). In the world of library technology, this observation is borne out by the intensive marketing of the emerging class of “Next Generation” library systems, which it is claimed will build economies of scale, eliminate redundancies in library workflow and infrastructure, and facilitate the development of innovative new services.But efficiency gains are just part of the cloud’s calculus. As Joe McKendrick recently wrote, “going with a cloud solution means buying into the specific protocols, standards and tools of the cloud vendor, making future migration costly and difficult.” (Forbes, 2012.) When a significant part of library’s data and technical infrastructure resides with a single cloud provider, what happens when license terms change for the worse, or costs increase excessively, or a better system comes along? What happens when you can only access your data via the vendor’s APIs? And is it even your data anymore? This presentation with examine the unique tension between the cloud and vendor lock-in, both generally and in relation to the experience of the our institution.",talk,,,,
2012,2012-10-19,1:30 – 2:15,"Lisa Goddard (Memorial University of Newfoundland, St. John's, NF)",Adventures in Linked Data: Building a Connected Research Environment,"This is the story of how one linked data fangirl finally got her hands dirty. The Canadian Writer’s Research Collaboratory (CWRC) is a CFI funded initiative to establish an online infrastructure for literary research in Canada. Bringing together scholars, programmers, and librarians from across Canada, the project exemplifies the themes of collaboration, scalability, and interoperability that characterize the emerging digital humanities research environment. Linked data is the basis of a machine readable web that will enable vastly more sophisticated queries against human language materials. As such, it holds particular promise for researchers inthe largely text-based disciplines of the humanities.This session explores one librarian’s experience working as part of a large research team to implement linked data from the ground up. We’ll follow CWRC’s progress from the initial daunting question of where to start, through the development of a linked data roadmap for the project. We’ll discuss lessons learned in the attempt to make sense of a tangle of possible platforms, tools, standards, and ontologies. Finally we’ll reflect on new opportunities and roles for libraries as the humanities struggle to redefine themselves in the digital age.",talk,,,,
2012,2012-10-19,2:15 – 3:00,Alistair Croll (Lean Analytics),"Big Data, Answers, and Civil Rights","The human race is colonizing a second world. We’ve got two lives: the real, atomic, messy, wetware-powered one; and the virtual, digital, analyzed, connected one. And when those two worlds collide, interesting—and terrifying—things happen.Every click, tap, and swipe adds to the digital breadcrumb trail we leave in our wake. When we read a digital book, it reads us back, learning from us. That information can be used in ways we don’t expect, and often don’t approve of.With an abundance of information at our fingertips, it’s also easy to be swayed by data. Without context, we substitute volume of information for accuracy of information, polarizing us across political spectra and turning “fair and balanced” into “teach the controversy.”In this session, author and analyst Alistair Croll will explore the consequences our online lives, and look at just a few of the ways that Big Data and ubiquitous computing are changing the way we live, love, work, and play.",talk,,,,
2012,2012-10-19,3:15 – 4:15,"David Fiander (Western University, London, ON)",A Library in a Box,"The availability of low-cost, wireless routers that support open source operating systems,rechargeable battery packs, and large capacity USB memory sticks means that it is now possible to build a networked file server that doesn’t require access to either the internet or electrical power for about $100. The BiblioBox project is inspired by David Dart’s “PirateBox”(http://wiki.daviddarts.com/PirateBox) and Jason Griffey’s “LibraryBox” (http://jasongriffey.net/librarybox). While those two earlier projects provide a general purpose file sharing service, BiblioBox attempts to provide an Open Publication Distribution System (OPDS) compatible ebook catalogue interface. This means that local users can connect to the BiblioBox directly from their ebook devices to search for and download documents. This presentation will give an overview of the hardware, development environment, and demonstrate the user’s and administrator’s interfaces to the system.",talk,,,,
2012,2012-10-19,4:15 – 5:00,Kim Martin (Western University) | Victoria L. Rubin (Western University) | Anabel Quan-Haase (Western University),"Question Answering, Serendipity, and the Research Process of Scholars in the Humanities","This paper reflects on the role the physical library plays in research by humanities scholars and demonstrates a need for research tools that help to create an atmosphere which enhances the possibility of a chance encounter with information in digital collections. The field of automated question answering informs us of (both human and automated) methods for asking and answering questions: categorizing and interpreting questions as well as providing a small number of best matching or correct answers. We argue that some aspects of the serendipitous encounter with information that occurs in physical libraries can be recreated in virtual environments, by combining Question Answering with Natural Language Processing of library systems’ bibliographic descriptors (subject headings metadata) as well as the collection’s full texts, where available. The results can be visualized with eye-catching add-ons to library systems. To this effect, we propose three conceptual variations for a tool design. LOOK AROUND is a serendipity-enhancing tool that aims at aiding scholars in expanding their search experience and making new connections across relevant subject areas in digital libraries or large virtual electronic repositories. We emphasize that advantages of such a tool design for libraries and library users are three-fold: 1) it produces unique query-based representations of (full-text) digital library collections; 2) it provides a capability to automatically extract answers relevant to users’ specific in-depth interests; 3) it encourages repeated use of the library website at a time when information seeking is dominated by the page-ranking search engines.",talk,,,,
2012,2012-10-20,9:00 – 9:45,Brianne Selman (Winnipeg Public Library),"From Zero to 50K in 3 Weeks – Building a Digital Repository from Scratch, Fast","Ever dreamt about how you would spend $50,000 if it was given to you? At WPL, we received funds earmarked for a digitization project – and only three weeks to decide how to spend them. So we dreamt, and we dreamt big – a brand new digital repository, community involvement in a local history project, and as many ways to make our data discoverable as we could think of.

We are building a digital repository up to current archival standards with an initial collection of historical postcards. One of the key elements to the project is collecting and discovering additional historical information in a collaborative way, through slide shows with historians to capture oral histories, digitization days for smaller collectors, collaboration with the indigenous research community, geotagging and fun apps for display, and an interactive site to gather information from the larger community.

From budgets and proposals, convincing historical postcard collectors to part with their archival materials, software procurement, sensitive topics and dealing with IT, to the final (ongoing) result, this presentation is about a unique digital repository build from its foundations. It will be interesting to those planning a digital repository, those already using a digital repository and interested in other deployments, or simply those who enjoy hearing dark tales about other peoples’ pain. There are sure to be plenty of lessons learnt from this one, including just-about-in-time project planning, the exposing of metadata for the world to see, and winning over the IT department as allies.",talk,,,,
2012,2012-10-20,9:45 – 10:30,Art Rhyno (University of Windsor),Open Source OCR for Large Collections of Scanned Documents,"Optical Character Recognition (OCR) can be an essential step in enabling discovery for digitized collections and is a common requirement for putting analogue documents online. This session describes the use of Tesseract, an OCR application developed at Hewlett-Packard between 1985 and 1995, and made available by Google under an Apache License since 2006. Tesseract is a viable replacement for the best of the commercial OCR packages for many types of page images, and is amenable to Hadoop processing for dealing with large volumes of materials. Although Tesseract may require more image preparation work for optimum OCR, it forms part of a rich Open Source ecosystem of high calibre image processing tools, ranging from ImageMagick command line switches through to Gimp processing scripts.The presenter has pushed more than one million newspaper pages through commercial and open source OCR engines, has stared at the worst of microfilm-based scanning efforts, and spent nearly a decade publishing pages to add to the body of newspapers that create rich history and digitization headaches for future generations.",talk,,,,
