year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2016,2016-10-05,9:30AM-10:30AM,Chris Bourg (Massachusetts Institute of Technology),"Opening Keynote: Libraries, Technology, and Social Justice","Libraries aren’t neutral, technology isn’t neutral; and library technologies are definitely not neutral. Let’s talk about how we can move from recognizing and reducing bias in library technology to leveraging library technology for social equity and justice.",keynote,,,,
2016,2016-10-05,10:45AM-11:30AM,Jacob Sanford (UNB Libraries) | Brian Cassidy (University of New Brunswick),Declaring Bankruptcy on Technical Debt: Modernizing a Library Systems Infrastructure and Workflow,"We exist as a very small Library Systems team at the University of New Brunswick Libraries, tasked with maintaining dozens of
custom applications, Drupal instances, as well as required to meet a demand for constant new development. Several years ago
we faced the reality of an un-repayable level of technical debt. The burden from historic organically developed projects, a lack of
responsible technical policy and our failure to adopt a standardized architecture had left our team unable to provide an
acceptable level of service without a drastic change in how we worked, the tools we worked with, and the projects we
developed. We wanted to solve this. This session will present our evolution from the architecture and workflow of yesteryear
towards a version controlled, CI centered workflow that creates, updates and tests our web assets as we work. Presentation
Overview:
Our transition from a server-centered thought process towards treating web instances as
'applications'.
The determination and implementation of a common server OS across
Development/Staging/Live platforms.
Provisioning of hardware from bare-metal with razor-server.
Server level configuration management in Git and deploying to instances via bare repos.
Our Thoughts in Choosing Drupal as a core architecture.
'One Button' Drupal project and core update deployments via GitHub and Jenkins.
Post-deployment testing with CucumberJS.
Local development spin-up with docker, Vagrant, Chef.
Audit of changes and team notifications through Amazon AWS Tools.
Adoption of Slack as a core communication tool.
List of Resources Mentioned in Presentation: https://goo.gl/AkLI65",talk,,,,
2016,2016-10-05,11:30AM-12:00PM,Graham Sherriff (University of Vermont),Apples to Apples? Lessons Learned from a Comparative Evaluation of Online Platforms for Interactive Tutorials,"What does your library need from a tutorials platform? For several years, the University of Vermont has flipped libraryinstruction with tutorials created in Guide on the Side. This open-source program, provided by the University of Arizona, is a
simple tool for producing frame-based tutorials centered on the learner’s interaction with web content. UVM adopted it
principally because of its suitability to formative learning. But in 2016 Springshare launched LibWizard, an alternative platform
for frame-based tutorials. It offered important functionalities that were not available in Guide on the Side, while lacking others
that were integral features of our existing tutorials. Come to this session to hear how the availability of similar, yet distinct,
products helped us to rethink our current and future tutorial needs. This presentation will explain how we developed and
applied an evaluation rubric that could be applied to any platform of this kind. It will also highlight other aspects of our decision-
making process, including questions about migrating existing tutorials, about rewiring our approach to creating tutorial objects,
and about advocating for product development.",talk,,,,
2016,2016-10-05,1:00PM-1:45PM,Brandon Weigel (BC Electronic Library Network),Arca BC: Launching and Maintaining an Open-Source Consortial Digital Repository,"Arca is a Canadian consortial digital repository based on an Islandora multisite, coordinated by the BC ElectronicLibrary Network,
hosted and supported by discoverygarden. It is currently home to 11 BC post-secondary institutions’ repositories and growing,
giving them an affordable way to provide access to faculty and student research output across multiple post-secondary
institutions, and to support the management of institutional digital assets. This session describes how Arca came to be, including
how government funding was obtained, the decision to go open source, the challenges of wrangling the needs of a very diverse
group of institutions on a shared code base, and the particular challenges of doing it in Canada. And how we’re doing it on a
shoestring budget (for a given value of “shoestring”), with minimal in-house technical expertise and a lot of learning on the fly.
Possible takeaways: Get some details on how a consortial repository model might work for you; start a conversation about best
practices for consortial repositories; consider the benefits and pitfalls of a collaborative repository vs. doing it yourself.",talk,,,,
2016,2016-10-05,1:45PM-2:45PM,Krista Godfrey (Memorial University) | Whitni Watkins (Analog Devices) | Sam Popowich (University of Alberta) | Gillian Byrne (Ryerson University Library & Archives),Libraries and IT: The Struggle It Is,"This panel of four will discuss the current state of the merging of Libraries and Information Technology (IT) and the illusion wehave that IT has been successfully integrated into our organizations. In many ways, IT has not found its way to the center of our
organizations but continues to experience a divide from the library culture. Bringing IT to the center of Libraries has been viewed
as an invasion of library work rather than an integration and a benefit. We will also discuss the idea that library culture is not just
one culture but encompasses many different cultures: cataloging, IT, admin, and public services, etc. The integration of each
culture - being able to see the individual pieces fitting into the big picture - is important to the success of the library. A struggle
heard often from those who have merged IT and Libraries is not seeing the importance of hearing what IT or Library departments
are working on. As technology becomes further embedded into the work of libraries, the importance of including IT in projects
from the start and not just when it’s time to hand it over becomes more critical. How IT working across departments serves in
the Library’s benefit (and the reverse), including library staff into IT projects related to the Library as they start and not when
they are handing them over after completion, all become vital questions in the library community.",panel,,,,
2016,2016-10-05,3:00PM-3:45PM,Namir Ahmed (Ryerson Library) | Weina Wang (Ryerson University Library),Library Access Re-imagined Through the 21st Century Lens,"It’s been over a year since Ryerson University’s newest addition to campus, the Library of the 21st century - the Student Learning
Centre (SLC) was opened. This fascinating new building offers students an unprecedented learning space beyond its
contemporary looking glass walls and automatic solar blinds. In this presentation, the speakers will discuss how Ryerson’s
Student Learning Centre has changed some of the traditional roles of academic libraries, while presenting new opportunities and
challenges. The speakers will use the Library’s Digital Media Experience Lab (DME) located in the Student Learning Centre as a
case study to frame this discussion. Over the past academic year Ryerson Library has offered access to interesting and emerging
technologies such as Arduino microcontrollers, LittleBits, Oculus Rifts, Pico projectors as well as access to innovative workshops
such as DIY DroneBuilding and 3D printed wearable technology. As part of the implementation of these programs Ryerson
Library has also widely employed the use of Slack as a communication tool, replacing the traditional Walkie-Talkies.",talk,,,,
2016,2016-10-05,3:45PM-4:05PM,Shelley Gullikson (Carleton University Library),Designing Subject Guides to be Student-First and Staff-Friendly,"Subject Guides at the Carleton University Library were built in 2011 on a home-grown Drupal template, mirroring the tabbed
design of LibGuides. By 2015, the number of tabs in use was making the guides unwieldy in mobile and even on larger screens.
The Library’s Web Committee wanted to design a guide that would be user-friendly for students, while also meeting the needs of
another significant user group: library staff. Through user research with both groups and user testing with students, we came up
with a design to meet the needs of both students and library staff. This presentation will give a quick tour of our new design,
emphasizing how user research drove our design decisions and helped with staff buy-in.",talk,,,,
2016,2016-10-06,9:15AM-10:00AM,George Duimovich (MacOdrum Library),Going Dutch - Introducing Artudis - A New Repository Platform,"The repository services space has had mixed success, and the experience at Carleton University has been no different. While
theses and dissertations are well covered, our faculty publications content remained limited both in scope and growth. We
needed a new platform and a new approach, and the MacOdrum Library found an exciting solution by going Dutch. The Artudis
repository platform is being actively developed at the Erasmus University in Rotterdam, and in early 2016 we embarked on a
beta program partnership to be the first North American implementation of this new open source platform. This presentation
will focus on the rapid deployment model supported by Artudis, the standard as well as new exciting content types we can now
manage, reporting and visualizations using Google’s BigQuery, plus a tour of key user and system administration features.
Discussion will also include the key underpinnings to our decision, with a focus on metadata,
identifiers, linked data, and the central role that publisher APIs can play, permitting us to grow our
faculty publications 30 fold in less than six months.
Finally, we’ll demonstrate how we can improve the value and interest in our open access repository by
making a major shift to integrate selected non-open access content.",talk,,,,
2016,2016-10-06,10:00AM-10:20AM,Whitni Watkins (Analog Devices),The Reference Interview: IT Style,"In library school we're taught the parts, process and importance of a reference interview. The reference interview, if done well
can save one from unnecessary embarrassment and also ensure you're answering the question being asked with the answer that
is needed. As a systems librarian, troubleshooting is my middle name. I may not be helping someone do research or find that
particular book but I am helping someone understand a system they are using, sometimes that someone is me. I've realized that
the reference interview is not only completely applicable to my work but also vitally important to successful troubleshooting in
IT. The catch? Often the reference interview is unknown or not applied in library IT or IT in general. This talk will outline,
reiterate and relate the parts of the traditional reference interview on books/databases/life and how to apply them in
troubleshooting and supporting library systems and their users, and help users ask the better question by having the right
information.",talk,,,,
2016,2016-10-06,10:35AM-11:20AM,"Michael Groenendyk (McGill University)
",Searching in 3D: The Availability and Discoverability of 3D Models on the Internet,"The number of 3D models available to both students and teachers online is rapidly expanding. Not only are the 3D model
collections of popular websites like Thingiverse.com growing, but organizations such as the Smithsonian Institute and NASA have
also recently begun building collections of 3D models and making these openly accessible online. Yet, even with the increased
interest in 3D printing, 3D scanning, and virtual reality technologies, there is still little known about the overall structure of the
3D model content available on the internet. How many 3D models are actually available? Who is responsible for producing these
models? How fast is this content growing? How many of these 3D models are suitable for educational purposes in general?
Based on in-depth research into the collections of more than one hundred 3D model repositories, this presentation seeks to
answer these questions and more, providing a detailed picture of how 3D models exist across a multitude of websites and online
repositories, and attempting to determine how much of this content is suitable for the purposes of education.",talk,,,,
