year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2018,2018-10-10, 9:30–10:30,Sheila Laroque (Edmonton Public Library),Opening Keynote:,,keynote,,,,
2018,2018-10-10,11:00–11:20,"Ekatarina Grguric (McGill University, Montreal)",User Experience (UX) at McGill: Case studies in applied user research,"Bringing User Experience (UX) methods into projects helps us be intentional in how we bring user needs and perspectives into our work. This talk will present case studies that showcase ways in which UX methods were applied in diverse projects to inform decision making through quick, iterative, data collection.",talk,,,,
2018,2018-10-10,11:20–11:40,Ken Fujiuchi (Buffalo State College) | Joseph Riggie (Buffalo State College),"Libraries in the Age of Extended Reality: Virtual Reality (VR), Augmented Reality (AR), Mixed Reality (MR)","Extended Reality (XR), a combination of real and virtual world and human-machine interaction, includes Virtual Reality (VR), Augmented Reality (AR), Mixed Reality (MR) technologies that have become more mainstream over the past few years. This conversation aims to explore XR technologies and how faculty and librarians can use and develop AV and VR in scholarly and creative activities, and new developments in academic disciplines.",talk,,,,
2018,2018-10-10,11:40–12:00,Juan Denzer (SUNY Oswego),Developing an Open Source Application for Managing EzProxy Configuration File,There are very few presentations about managing and cleaning up the EzProxy configuration file. This presentation is not about best practices of managing a configuration file. This presentation is about a new Open Source application being developed to manage your configuration file.,talk,,,,
2018,2018-10-10,1:30–1:50,Yoo Young Lee (University of Ottawa),Data migration to Open Journal System (OJS) using R,"It’s exciting to migrate to better systems except for “data” transfer if there is no export tool or data structure is different. This session will demonstrate data migration to OJS on how to crawl unstructured web data, conduct data wrangling, and create a file to import into new systems using R.",talk,,,,
2018,2018-10-10,1:50–2:10,"Ruby Warren (University of Manitoba, Winnipeg, MB)",GAME ON!!!: Building Interactive Educational Fiction,"The University of Manitoba Libraries designed a prototype game to provide library orientation information and basic research instruction to students. This session explains how this game was created, provides code for modification, and advises attendees on pitfalls and processes to emulate should they attempt to create their own instructional games.",talk,,,,
2018,2018-10-10,2:10–2:30,"Calvin Mah (Simon Fraser University, Burnaby, BC)",Archive your ILS: How to keep a copy of your old ILS when you migrate to a new ILS,A look at Simon Fraser University Millennium archive.,talk,,,,
2018,2018-10-10,2:30–2:50,"Bobbi Fox (Harvard University, Cambridge, MA)",Contract Work Means Work for You Too: How to make your project sustainable after the contract is over,"This presentation outlines the pluses and pitfalls in engaging contractors to develop or enhance an application, including: defining the work, setting meaningful checkpoints, negotiating ongoing support by your IT department.",talk,,,,
2018,2018-10-10,3:20–3:50,"Monica Rettig (Brock University, St. Catharines, ON) | Gillian Byrne (Toronto Public Library) | Krista Godfrey (Memorial University of Newfoundland, St. John's, NF) | Rebecca Laroque (North Bay Public Library)",When the Digital Divides Us: Reconciling Emerging and Emerged Technologies in Libraries,"While some areas of the library are forging ahead into emerging areas of technology, others are being left behind. With diminishing resources and expanded objectives, how can libraries continue to provide excellent experiences for basic technology needs? This panel will discuss the widening divide and suggest opportunities for closing the gap.",panel,,,,
2018,2018-10-10,3:50 - 4:10,Mark Weiler (Wilfrid Laurier University),Core topics in the Web Content Accessibility Guidelines (WCAG),"It is critically important libraries ensure people with disabilities can actually use the their web-based services. WCAG has major implications for library service delivery and development. A recent article in College & Research Libraries concluded that library web developers need to have time and support to learn about web accessibility standards. Based on a close reading of official WCAG 2.0 documents, this presentation gives an overview of four core concepts in the Web Content Accessibility Guidelines and the implied infrastructure needed for an accessible web.",talk,,,,
