year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2000,2000-09-21,8:45 - 9:30,Andrew K. Bjerring (CANARIE),CA*net II and CA*net 3,"Andrew K. Bjerring, President and CEO of CANARIE Inc., will be discussing the current state of affairs in relation to the CA*net II and CA*net 3 initiatives. For more information, see CANARIE Advanced Networks.",talk,,,,
2000,2000-09-21,9:30 - 10:15,"Victoria Marshall (Memorial University of Newfoundland, St. John's, NF)",Gender & Technology,"Binary distinctions have traditionally been used in discussions of the relationship between gender and technology. Theories have run the gamut from essentialist (""women can't do science""), to biological (""women can't think science""), to psychological (""women won't do science""). Recent research in work and educational settings suggests that the binary distinctions between male and female, masculine and feminine, and Technology and not-Technology are the result of cultural images which have become fixed in the popular imagination. This session will tackle the relationship between our gendered technoculture and the relationships between information professionals, information products, and the populations we serve.",talk,,,,
2000,2000-09-21,10:45 - 11:30,Eric Tull (University of Calgary),Relay Server: Authenticated Access to Remote Databases,Webrelay is a freely available multithreaded HTTP relay server that authenticates that clients are legitimate users before they are connected to vendor web servers. See article in Dr. Dobbs Journal: http://www.ddj.com/articles/2000/0002/0002toc.htm.,talk,,,,
2000,2000-09-21,11:30 - 12:15,"Catherine Davidson (York University, Toronto) | Doug Fenwick (York University, Toronto)","Navigating Rough C's: Complexity, Clarification and Collaboration in the Management of Electronic Journals","Two members of an e-journal working group present the evolution of e-journal management at York University Libraries from a labour-intensive process of manually updating many static html pages to a database-driven model with modules for expenditure tracking, reports, and dynamic web-page generation. Other features to be discussed include: automated integration of holdings information from providers; generation of a proxy list; on-going work in the development of a subject classification scheme; proposed future enhancements.",talk,,,,
2000,2000-09-21,1:15 - 2:15,Clifford Lynch (CNI: Coalition for Networked Information),"Internet Related Developments: News from the IETF, the W3C and all that . . .","He will be surveying some of the recent developments in metadata, web site description and management, authentication and related issues.",talk,,,,
2000,2000-09-21,2:15 - 3:00,William Oldfield (University of Waterloo),IMS: A Librarian Task in the Instructional Management System,"Since having entered the Learning a Living era, as described by Marshall McLuhan, more and more technological solutions are being developed to facilitate the learning process. But the creation of quality learnware is an enormously expensive process. Quality learnware incorporates the latest research in learning. Promotion of the sharing of these expensive resources is the core of the IMS project. Resource discovery (you have to find something if you want to use it) is the first step. This is cataloguing in library parlance. But IMS goes far beyond resource discovery to interoperability so different learning programs can share the same learnware packages. Different learners have different approaches to learning. Different teachers use different pedagogical approaches to teaching and some may wish to use only subsets of a learnware package or modify it to better fit their local environment. These are some of the challenges facing the IMS project. The presentation will introduce IMS, discuss various challenges facing the project and demonstrate an example of quality learnware.",talk,,,,
2000,2000-09-21,3:30 - 4:15,Terry Noreault (OCLC),OCLC Name Services,"There has been substantial and long term interest in creating a form of URI that is not dependent on physical location. This talk will review the history the efforts on standard names for digital objects (e.g. URN, handles, PURLs, and DOI) and current thinking about how URL is changing into a logical naming system. OCLC has recently been rethinking the PURL system to include a layer of services built on existing standard names. This approach has multiple advantages: 1) does not require new protocol deployment, 2) can be gracefully integrated into existing non-digital naming schemes, and 3) provides a strong foundation for peer level services.",talk,,,,
2000,2000-09-22,8:30 - 9:15,Roy Tennant (University of California Berkeley),Web Issues for Librarians,"He will be speaking about web issues for librarians based on what he encounters via Web4Lib.  Roy will also be moderating and participating in the discussion on technological change which will look at the past, present and future of the way we work in libraries.  He will be presenting the  ""Coping Skills for Reference Librarians"" portion of this session. ",talk,,,,
2000,2000-09-22,9:15 - 10:00,"Angela Lonardo (Memorial University of Newfoundland, St. John's, NF)",Searching the Web: The Confusion of Multiple Databases,"Remember when you entered a search into Alta Vista and your search results came from the Alta Vista database? Today when you search Alta Vista the results could come from the Alta Vista database, the Real Names database, or the Open Directory. Is that the same Open Directory my results come from if I run a search in Lycos? So if I am searching the same database, why are my results different? Today if you run a search in an Internet directory and no results are found within that directory, your search strategy is forwarded to a search engine. But what can I expect from these results? Is link analysis going to conquer relevancy ranking as a method of ranking search results? Come and find out the answer to these mysteries and others.",talk,,,,
2000,2000-09-22,10:30 - 11:15,"Stephen Sloan (University of New Brunswick, Fredericton, NB)","The New World Order: Using SQL databases for HTML generation, donation lists, problem solving, and overthrowing governments",,talk,,,,
2000,2000-09-22,11:15 - 12:00,Lynne C. Howarth (University of Toronto),"Metadata Applications in Libraries: 
What's the Use?","A report on the directions in which metadata schemes are developing, and their application and impact within a number of library projects in Canada and internationally. Schemes covered include Dublin Core, TEI, EAD, and GILS.",talk,,,,
2000,2000-09-22,1:00 - 2:30,"Poul Hendrik Jorgensen (Danish Bibliographic Center, Ballerup, Denmark)
| Bill Moen (University of North Texas, Denton, TX)",Z39.50 Update: An International Perspective,"Poul Henrik Jorgensen, from the Danish Bibliographic Center and affiliated with the DanZIG Profile and the ONE2 Profile, will conduct a session on the current state of Z39.50 profile development and interoperability testing.  He will be co-presenting with Bill Moen.",talk,,,,
2000,2000-09-22,3:00 - 3:45,Linda Pearce (University of Calgary),Realcode for the Real World: the Magic of Electronic Reserves,,talk,,,,
2000,2000-09-22,3:45 - 4:30,"Jennie McKee (Reed College, Portland, OR)",Providing Electronic Course Materials Support,"The Reed College Gateway is a campus-wide project to provide students and faculty access to any resource that can possibly be made electronic. A major intended piece of the project was the Electronic Reserves System. It has expanded to encompass a more comprehensive Electronic Course Materials and Reserve Support System. The SiteSearch suite of programs in the library is the core of the system with the library providing the majority of the programming support. However a campus wide group is having significant input into the shape of the project and some of the programming. Departments include library systems and circulation, the bookstore, the registrar's office, several departments within computer information services and the faculty involved in the pilot project.",talk,,,,
2000,2009-09-23,8:15 - 10:00,Herbert Van de Sompel (University of Ghent),Interconnecting Distributed Scholarly Information Resources in a Context Sensitive Mannersponsored byRowecom,"Herbert Van de Sompel, Head of Automation for the Central Library at the University of Ghent, will be presenting a session based on work described in recent articles in D-LIB Magazine.",talk,,,,
2000,2009-09-23,10:30 - 11:15,Oliver Pesch (EBSCO Publishing),"Techniques, Architecture, and the Challenge of Creating Dynamic Links from Citations to Full Text E-Journals",,talk,,,,
2000,2009-09-23,11:15 - 12:00,"Dan Chudnov (Yale University, New Haven, CT) | 
Todd Holbrook (Simon Fraser University, Burnaby, BC) |
Mark Jordan (Simon Fraser University, Burnaby, BC)",Open ejournal Linking Using jake (Jointly Administered Knowledge Environment),"jake (the Jointly Administered Knowledge Environment) is a reference source which makes finding, managing, and linking to online journals easier for students, researchers, and librarians. It does this by repackaging metadata that is publicly available from database and ejournal publishers and by providing flexible mechanisms for linking to ejournals from a library's local holdings and bibliographical databases. jake is available under the GNU General Public License, and a growing number of libraries have incorporated it into their own ejournal linking initiatives.",talk,,,,
2000,2009-09-23,1:00 - 1:36,"Charley Pennell (North Carolina State University, Raleigh, NC)",Coping Skills for Cataloguers,"Charley Pennell, Head of Cataloging at North Carolina State University will be taking part in a discussion on technological change which will look at the past, present and future of the way we work in libraries.",talk,,,,
2000,2009-09-23,1:36 - 2:12,"Michael Lonardo (Memorial University of Newfoundland, St. John's, NF)",Coping Skills for Collections Librarians,"Michael Lonardo, Collections Librarian at Memorial University of Newfoundland, will be taking part in a discussion on technological change which will look at the past, present and future of the way we work in libraries. ",talk,,,,
2000,2009-09-23,2:42 - 3:08,Mark Leggott (University of Winnipeg),Coping Skills for Library Administrators,"Mark Leggott, University Librarian at the University of Winnipeg, will be taking part in a discussion on technological change which will look at the past, present and future of the way we work in libraries.",talk,,,,
2000,2009-09-23,3:08 - 3:54,Roy Tennant (University of California Berkeley),Coping Skills for Reference Librarians,"He will be speaking about web issues for librarians based on what he encounters via Web4Lib. Roy will also be moderating and participating in the discussion on technological change which will look at the past, present and future of the way we work in libraries. He will be presenting the ""Coping Skills for Reference Librarians"" portion of this session.",talk,,,,
2000,2009-09-23,3:54 - 4:30,"Mack A. Lundy III (College of William and Mary, Williamsburg, VA)","Coping Skills for Systems Librarians

","Mack A. Lundy III, Systems Librarian at The College of William and Mary, will be taking part in a discussion on technological change which will look at the past, present and future of the way we work in libraries.  Other parts of this session include Coping Skills For: 
a) Reference Librarians     d) Collections Librarians
b) Cataloguers                   e) Library Administrators 
c) Systems Librarians",talk,,,,
