year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2019,2019-09-30,9:15 - 10:30,Eira Tansey,What we don’t know about what we can’t see: Information and hidden infrastructure,"Hidden infrastructure fuels our world, and it is sustained by information and technology shaped by political power. In the current controversy over an aging pipeline in the Great Lakes built decades ago as part of Canada’s transnational oil economy, the information associated with hidden infrastructure has influenced arguments against the continued investment in fossil fuels. Information about infrastructure is often difficult to access, despite its significant implications for public safety and environmental concerns. Library workers can make unique contributions to improving information about infrastructure around us, but only if we understand its urgent challenges.",keynote,,,,
2019,2019-09-30,11:00 - 11:20,Kaitlin Newson (Scholars Portal),Library publishing technology services at scale,"Scholars Portal provides hosting services for open-source publishing software to university libraries across Ontario. In this session, I&#8217;ll discuss the challenges of scaling library technology services for multiple institutions, code and customization management, and practical ideas for contributing back to the publishing software community regardless of technical expertise.",talk,,https://docs.google.com/presentation/d/1gUugVwLKCLBMFlcYW59kA6sG6b2L7II3J99TutsxeUE/edit?usp=sharing,,
2019,2019-09-30,11:20 - 11:40,Samantha Fritz (Archives Unleashed),Accessible Web Archives ,"The Archives Unleashed Project has created tools for librarians, archivists, researchers, and scholars to discover, explore, and analyze web archives. The Project is used as a case study to examine how interdisciplinary teams can thoughtfully integrate concepts of access and usability throughout project development cycles.",talk,,,,
2019,2019-09-30,11:40 - 12:00,Darryl Friesen (University of Saskatchewan),"Costanza: A user-friendly, open source tool for EZproxy configuration management","Costanza is an open source, web-based EZproxy configuration management system that manages complete stanzas rather than individual directives.&nbsp; Featuring a user-friendly interface and integration with a repository of user-contributed and OCLC stanzas, it simplifies common, repetitive tasks, making it possible to transfer EZproxy management from IT to electronic resources staff.",talk,,https://docs.google.com/presentation/d/10dVk-iW3O1-0xHjLtm-5AHWdt2p_ecFTNGde8PwuvZ0/edit?usp=sharing,,
2019,2019-09-30,1:00 - 1:10,Gail M. Thornton (University of Alberta) | Sharon Farnel (University of Alberta),Metadata for Research Data Management,"Metadata is fundamental to research data management (RDM). Outreach to researchers requiring metadata services was facilitated by creation of a Metadata for RDM one-pager which distills why the researchers might need metadata, what is metadata and how the Metadata Team could help. The one-pager was used in RDM Therapy Sessions.",lightning,,https://drive.google.com/a/ualberta.ca/file/d/1r3WdJtx_TGD9RcWkRYAuSMbaYHzCh57g/view?usp=sharing,,
2019,2019-09-30,1:10 - 1:20,"Marta Michas, Mariana Paredes-Olea (University of Alberta) | Danoosh Davoodi (University of Alberta) | Sharon Farnel (University of Alberta) ","When I grow up, I want to be a Linked Data librarian &#8211; what you should learn first","Early-career librarians interested in linked data face a high entry barrier because they often lack necessary skills. While there are many learning resources online, it is hard to decide where to start. We hope our analysis of entry level librarian job postings will help new librarians prioritize LD learning activities.",lightning,,,,
2019,2019-09-30,1:20 - 1:30,Arlene Whetter (LAC),Theses harvesting at Library and Archives Canada,New tools and workflows at the Theses Canada program at&nbsp;Library and Archives Canada&nbsp;have enabled us to restart thesis harvesting after three years of inactivity. This lightning talk will introduce the new systems and the process used to harvest theses metadata and files from Canadian university repositories.,lightning,,,,
2019,2019-09-30,1:30 - 1:50,Michael Ridley (University of Guelph),Explainable AI (XAI),"Explainable AI (XAI) is a set of techniques and strategies to address the complexity and opacity of machine learning (ML) which can lead to predictions that promulgate bias, discrimination, and unfairness. The prevalence of ML-based library tools and resources underscores the importance of appropriately and effectively utilizing XAI.
",talk,,https://docs.google.com/presentation/d/19bNt3z75Wt5WhYxoYFN5HYk-fl3-AE-zxJ-7VqAaVdY/edit?usp=sharing,,
2019,2019-09-30,1:50 - 1:10,Erin Wolfe (University of Kansas),NLP Assistant: Computational text analysis as a helper for manual metadata creation,"Stemming from the Black Book Interactive Project at the University of Kansas, this presentation focuses on the development of computational text analysis processes using open source tools. Designed to help gather metadata from literary works, these include text mining, natural language processing (NLP), subject extraction with word sense disambiguation, targeted genre identification, and more.",talk,,https://docs.google.com/presentation/d/1cnRQVnt4iMJu7mVQZxedAqESIN7gcqTZivtU7gO__2g/edit?usp=sharing,,
2019,2019-09-30,1:10 - 2:30,Annelise Marie Dowd (University of Northern British Columbia) | Grant Potter (University of Northern British Columbia),"You don’t have to be a digital humanist to teach DH
","With limited institutional digital humanities infrastructure, how can librarians with an interest in the digital humanities leverage their tech skills and bring DH pedagogy to students? This presentation will highlight the collaboration between an instructional technologist and a librarian in developing an introductory digital humanities course at a small institution.",talk,,https://docs.google.com/presentation/d/1gyMKdZATMcV0upHHFlBKSDDruUl4ABbYkYGXfA8NUa8/edit?usp=sharing,,
2019,2019-09-30,3:00 - 4:00,Ian Bigelow (University of Alberta) | Abigail Sparling (University of Alberta) | Michele Casalini (Casalini Libri) ,BIBFRAME Implementation in Canada: The Canadian Cohort of LD4P and Share VDE,"Canadian efforts are underway to prepare for BIBFRAME and the University of Alberta Libraries (UAL) is taking steps toward the complete conversion to linked data. This presentation will focus on work related to BIBFRAME implementation, sharing the experience at UAL and international efforts through the lense of UAL’s partner projects Share VDE and LD4P.",panel,,http://tinyurl.com/bfcanada2019,,
2019,2019-09-30,4:00 - 4:30,Martina King (MacEwan University) | Dave Pearson (MacEwan University),Responsive Workflow,"Learn from our experience launching a mediated 3D printing service quickly, with minimal space, and no prior 3D printing experience. We’ll share how our custom print queue management system and workflow has evolved to meet campus demand and offer a self-serve option.",talk,,https://docs.google.com/presentation/d/1pB-K2P4wuare3OcCtoi99cvbriiCxkCoz9sq4fQaVg4/edit?usp=sharing,,
2019,2019-10-01,9:15 - 9:35,Ekatarina Grguric (McGill University) | Frédéric Giuliano (McGill University) | Anna Dysert (McGill University) | Rachel Black (McGill University),From boxes to AtoM to Wikidata,"From March 2018 to March 2019, three departments at the McGill University Library collaborated on a project funded by a Young Canada Works grant to describe and make available a collection of archival fonds and explore ways of incorporating contribution to&nbsp;Wikidata in the process.",talk,,,,
2019,2019-10-01,9:35 - 9:55,Cate Peter (University of Alberta),Enabling Access to the Federal Writers - Project Slave Narratives: A Case Study of Intersectionality in Digital Archive Design,"This case study examines how to design an interactive online database for the FWP Slave Narratives that is rooted in the theoretical frameworks of intersectionality, critical race theory, and information ethics. The theoretical frameworks help us to know what we should do, while technical expertise allow us to think through what we can do in order to frame and mediate this information.",talk,,https://drive.google.com/file/d/1QHdOn-paNBI6Uao3m62BEl6wu2UCW6vf/view?usp=sharing,,
2019,2019-10-01,9:55 - 10:15,Lelland Reed (NSCAD University Library),Whats on the Hard Drive? The beginnings of a Born-Digital Audiovisual Archive Project at a Small Academic Institution,"Examples of practice surrounding born-digital audiovisual archives in academic institutions can be difficult to find. This presentation provides a look into a small art and design library&#8217;s experience taking on a project to collect born-digital audiovisual materials from different areas&nbsp;on campus: Challenges encountered, mistakes made, solutions employed, and directions moving forward.",talk,,,,
2019,2019-10-01,10:45 - 11:05,Dale Storie (University of Regina),Using Wax for Digital Exhibits,"In 2018, our university library dove into minimal computing and IIIF by building a simple digital exhibit using Wax (https://minicomp.github.io/wiki/wax/).  This presentation will describe our implementation process and what we learned, and discuss how minimal computing could be used effectively in IT-constrained environments.",talk,,https://docs.google.com/presentation/d/1miWFkSJ8VOfhLNetv62l9bs-t98HvOrQ7O7sugG-J9Y/edit?usp=sharing,,
2019,2019-10-01,11:05 - 11:25,Danoosh Davoodi (University of Alberta),A full stack tool for preparing Library data for Linked Open Data application,This is a short demo of University of Alberta Libraries' Linked Data Enrichment tool. An open source application that would help smaller institutions to convert their data From MARC to BIBFRAME and enrich the data with URIs in the process.,talk,,,,
2019,2019-10-01,11:25 - 11:45,David Kemper (McMaster University),From website redesign to design thinking - Putting our users first without putting ourselves last,A library website redesign can be an intensely complex and encompassing problem. But does it have to be? How might we change our practices to meet user needs without overburdening the organization?,talk,,https://docs.google.com/presentation/d/1u1wuNEZZ_pfSJdZYvd9_TRFnoT692GHovnS9ZRXm_1A,,
2019,2019-10-01,11:45 - 11:55,John Fink  (McMaster University),Strategies Against Architecture,"How can libraries provide service in the event of community or city wide ongoing service disruption? In this lightning talk, we&#8217;ll look at strategies for communication, drawing inspiration from unlikely sources like preppers, mesh-networking enthusiasts, and ham radio wonks.",lightning,,,,
2019,2019-10-01,11:55 - 12:05,"David Fiander (Western University), Monica Fazekas (Western University)",Tracking local accessibility issues leads to universal solutions,"By starting to track reports of accessibility issues and how they were resolved, we were able to develop system-wide procedures for prioritizing and dealing with the problems that were identified.",lightning,,https://docs.google.com/presentation/d/1NtfmBBEA7lVMuaMqWJr4XzfB3LJMr0sIY7amzmWxN9o/edit?usp=sharing,,
2019,2019-10-01,12:05 - 12:15,Kaitlin Newson (Scholars Portal),Quick tips for sustaining a software documentation initiative,"The Public Knowledge Project Documentation Interest Group (DIG) hosts bi-weekly sprints to work on documentation for open-source scholarly publishing software used across libraries internationally. In this presentation I’ll talk about our processes, what we’ve learned as we’ve built out our documentation, and ideas for forming and sustaining a successful documentation initiative alongside a changing codebase.",lightning,,https://docs.google.com/presentation/d/1cWFC5i7kkN3ESpzax1NBkCxsfAVGZaifXD0U2uQjA40/edit?usp=sharing,,
2019,2019-10-01,1:30-1:40,Martina King (MacEwan University),Riding the Laggards Edge to Glory,A tour of the significant advantages to late adoption of maker technology when you have the help of a fantastic community of practice.,lightning,,https://docs.google.com/presentation/d/19raNS6N1NVnH6hzpWS5P_fxRN0Ee8TcADXjkLCauXi0/edit?usp=sharing,,
