year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2003,2003-10-02,8:45 - 9:45,Tim Bray (),Keynote Session,,keynote,,,,
2003,2003-10-02,9:45 - 10:30,"Tim Jewell (University of Washington, Seattle, WA)",E-resource Management: the Quest for Systems and Standards,"For the past year the Digital Library Foundation has sponsored an Electronic Resource Management Initiative (http://www.diglib.org/standards/dlf-erm02.htm.), aimed at fostering the development of systems and data standards for managing electronic resources. A final report on the initiative, due out this fall, will include a �road map� describing the dimensions of the �e-resource management problem,� a statement of functional requirements, lists of data elements and definitions, supporting flowcharts, and an XML schema � some of which are currently available in draft for discussion purposes. This session will provide an overview and status report on the initiative, a discussion of prospects for standards, and some reflections on the University of Washington�s practical experience as a partner with Innovative Interfaces in the development and local implementation of III�s Electronic Resource Management module.",talk,,https://web.archive.org/web/20180606224217/http://access2003.lib.sfu.ca/presentations/jewell/jewell.ppt,,
2003,2003-10-02,11:00 - 11:45,Kent Weaver (University of Toronto),TSpace: DSpace Implementation at the University of Toronto,"
TSpace is the U of T implementation of DSpace, an open source institutional repository (IR) developed by MIT and Hewlett-Packard. In response to emerging electronic publishing concerns, intellectual property, knowledge and server/storage management, organizations increasingly need ""one place"" to find, store and preserve works that are born digitally. Among IR products, DSpace uniquely marries easy distributed user submissions, a breadth of file formats and digital preservation as an explicit objective. As part of the DSpace Federation, U of T is one of six early adopters. The Federation is not only developing openly available code but also documenting implementation issues such as collection parameters, marketing, training, user support and copyright etc. This session will provide a technical overview, a description of current and potential partnerships and describe the deployment of our early adopter program.",talk,,https://web.archive.org/web/20180606224219/http://access2003.lib.sfu.ca/presentations/weaver/weaver.ppt,,
2003,2003-10-02,11:45 - 12:30,"Slavko Manojlovich (Memorial University of Newfoundland) | Lisa Goddard (Memorial University of Newfoundland, St. John's, NF)",ASIN (Atlantic Scholarly Information Network) Portal Project: Are We There Yet?,"The Atlantic Scholarly Information Network is comprised of 18 academic libraries in Atlantic Canada who collectively provide access to a wealth of information resources including 8 library catalogues, 30+ locally produced reference and full-text resources, hundreds of licensed electronic resources, and 17 library web sites representing the collective wisdom of many reference librarians and subject bibliographers who have created high quality research guides, virtual reference services and library subject pathfinders. The session will describe the ASIN Resource Discovery and Management Service (ARDMS), a software solution for integrating all of the above resources into a seamless whole.

For over 17 years Slavko Manojlovich has been the Assistant to the University Librarian for Systems and Planning at Memorial University Of Newfoundland where he has survived(he hopes) the transition from punch card, to microfiche, to mainframe, to client/server, and finally to integrating resource discovery and management solutions. Slavko is a founding member of the Z39.50 Bath Profile Group and served on NISO's Z39.50 US Profile committee. He is currently involved in a number of projects including the Newfoundland Newspaper Index and the Atlantic Scholarly Information Network�s Resource Discovery and Management Service (ARDMS).

Lisa Goddard is currently the Manager of Information Technology Services at
Memorial University of Newfoundland Libraries. She holds degrees from Queen's University (BA hon.), McGill University (MLIS), Memorial University of Newfoundland (Graduate Dip. I.T.) and is a Cisco Certified Network Associate. Lisa is currently the co-convenor of the CLA's Emerging Technologies Interest Group. Her recent projects have included the development of custom web interfaces which provide dynamic access to ILS data and various other back end databases. Before joining the glamorous world of library systems, Lisa worked above ground as an Information Services Librarian at Marianopolis College in Montreal.",talk,,https://web.archive.org/web/20180606224220/http://access2003.lib.sfu.ca/presentations/manojlovich/manojlovich.ppt,,
2003,2003-10-02,1:30 - 2:15,"Brian Lamb (University of British Columbia, Vancouver, BC)",Not Quite a Learning Objects Presentation: centralized vs. distributed  approaches,"Recent years have seen convergence in learning object metadata standards, and an increasingly broad commitment to the creation and management of educational multimedia. But discontent with the prevailing vision is building, and dialogue is becoming more contentious as a broader cross-section of the teaching and learning community demand a voice in the process of building standards. Meanwhile, alternative approaches driven by simple tools such as weblogs and wikis are emerging and gaining popularity. The potential benefits of personal publishing tools and RSS in the institution in general, and to the academic library in particular, will be discussed.
",talk,,https://web.archive.org/web/20180606224221/http://access2003.lib.sfu.ca/presentations/brian_lamb/index.html,,
2003,2003-10-02,2:15 - 3:00,"Sonia Talwar (University of British Columbia, Vancouver, BC)",Extending over space and through time: representations of the Georgia Basin,"Pathways leading to sustainable communities are diverse and puzzling. In an effort to engage in a dialogue about regional sustainability, a suite of tools has been developed to assist a broad constituency of participants to engage in this discussion both spatially and temporally. These include an interactive software tool, QUEST(TM), to develop and explore desirable futures for the Georgia Basin; an interactive web-based knowledge environment application, GBExplorer, to explore concepts and perspectives about sustainability, browse and create local and expert knowledge represented through maps, narrative, images, audio, video; and action-based resources to assist interested groups to mobilize and determine actions that might contribute to their desired future.

This presentation will review prior digital library applications and identify the strengths of merging digital library technologies, spatial information technologies and participatory processes to create an application, GBExplorer. GBExplorer represents an integrated approach to creating and sharing local and expert knowledge useful to communities. In addition, an overview of the three-tier system architecture will be presented. Technical challenges in building necessary functionality in support of community priorities will be addressed. A tenet of GBExplorer is to connect people with ideas and ideas with place.

Prototypes
http://www.georgiabasin.info
http://www.basinfutures.net
",talk,,,,
2003,2003-10-02,3:30 - 4:15,"David McKnight (McGill University, Montreal)",DPI: The Digital Preservation Imperative - What You Need To Know,"As research libraries acquire and create digital content, Digital Preservation and Asset Management comes to the forefront as one of the most important professional issues that library professionals must face. In essence, each institution must have in place policies and practices which will insure that digital assets are refreshed, migrated and preserved to insure long term access. This is the Digital Preservation Imperative. For the sake of this paper, the author will outline the issues, standards, costs, policies and practices associated with Digital Preservation. The author concludes that research libraries must act responsibly to insure that the digital content they acquire or create today is preserved for future access.
",talk,,https://web.archive.org/web/20180606224224/http://access2003.lib.sfu.ca/presentations/mcknight/mcknight.ppt,,
2003,2003-10-02,4:15 - 5:45,"Brian Owen (University of British Columbia, Vancouver, BC) | John C. Fowler (Sun Microsystems) | Sara Randall (Endeavor Information Systems) | Lieve Rottiers (SFX)",Vendor Panel,"A panel of technical experts discuss open standards, open source software and its relationship to vendor products, the state of digital libraries, and emerging trends among system vendors. Moderated by Brian Owen, Manager of Systems at the University of British Columbia.

Bios

John C. Fowler is the Infrastructure Market Development Manager for Global Education & Research at Sun Microsystems, Inc. Prior to joining Sun, John's most recent position was Systems Engineer for the San Diego Supercomputer Center, University of California San Diego, and San Diego State University, specializing in security and infrastructure related problems. John Fowler has a degree in BS Computer Science - Software Engineering.

G.W.Brian Owen is the Systems Manager at the University of British Columbia Library and is responsible for the operation and support of the UBC Library's IT infrastructure. He has been involved with the evolution and development of the UBC Library's systems for over 20 years and still remembers when everything was done on an IBM mainframe using the MTS operating system and locally developed library systems software.

Sara Randall is currently Manager of Digital Library Product Management for Endeavor Information Systems. Previous to this position she was Director of Library Systems at the University of Illinois at Urbana-Champaign. During her career she has held a variety of technology related positions in libraries, consortia and vendors. She has a B.A (Folklore/Anthropology) and M.L.S. from Indiana University. She is a past president of the Library and Information Technology Association within ALA.

Lieve Rottiers is SFX Development Librarian for the Information Services Division of Ex Libris (USA) Inc., based in Boston, MA. As SFX Development Librarian Lieve is responsible for the ongoing development of SFX � including work to support new standards initiatives such OpenURL v1.0 and Shibboleth. Lieve is also responsible for the SFX KnowledgeBase working closely with Information Providers. Prior to joining Ex Libris in 2000 Lieve was a member of the library automation group at the University of Ghent in Belgium, where she worked closely with Herbert van de Sompel in the initial development of SFX and the OpenURL. Lieve has a BA Germanic Languages from the University of Ghent (Belgium) and an MA Library Science, from the University of Antwerp (Belgium).

A speaker from OCLC will also be on the panel.
                


 ",panel,,,,
2003,2003-10-03,8:45 - 9:45,Pat Eyler (Koha Project),Koha: Open Source Integrated Library System,"Koha is the world's first free Open Source Library System. Made in New Zealand by the Horowhenua Library Trust and Katipo Communications Ltd, the Koha system is a full catalogue, opac, circulation, member management and acquisitions package. Since its first release in 1999, Koha has gained an active international volunteer development community and has been adopted by public libraries, university faculties, not for profit organisations, churches, schools and corporate sites. Kaitiaki (project manager) Pat Eyler will discuss the development and design of the Koha ILS.
",talk,,,,
2003,2003-10-03,9:45 - 10:30,David Kisly (University of Windsor),OpenILL: Open Source Interlibrary Loan Management System,"The discussion will describe the evolution of the OpenILL project. Envisioned by the University of Winnipeg as a low-cost alternative to more expensive, proprietary inter-library loan (ILL) management systems, OpenILL is being developed to communicate / inter-operate with other systems, most noteably, GODOT and an LDAP version of the National Library of Canada's Directory of Library Symbols (itself under development).

Starting from the initial rationale for the project, the session will address also the underlying environment (Cold Fusion, Java, MySQL, Fusebox methodology), future developments and the benefits and risks faced by prospective partner libraries.

Dave Kisly is a freelance consultant and lead developer on the Open ILL project. He previously worked as a project coordinator for the BC Electronic Library Network.",talk,,https://web.archive.org/web/20180606224227/http://access2003.lib.sfu.ca/presentations/kisly/kisly.ppt,,
