year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2007,2007-10-11,8:30am-9:30am,Jessamyn West (librarian.net),"Opening Keynote: Web 2.0, Library 2.0, Librarian 2.0 - solving problems with buzzwords","Library 2.0 as a concept is not complicated and not even that new. Making institutions interactive and more flexible and responsive to their patrons is a necessary part of being part of the networked world. As technology knowledge becomes mandatory for participation in society, libraries are becoming one of very few bridges spanning the digital divide.",keynote,,,,
2007,2007-10-11,9:30am-10:15am,Benoît Pirenne (Neptune Canada),Archiving the NEPTUNE and VENUS observatories data,"The VENUS and NEPTUNE cabled ocean observatories are going to produce an estimated total of about 47 TB of data year. Dealing with the storage and retrieval of this data is the role of the Data Management and Archiving System currently being developed. More importantly, ways and means to collect processed data, paper references and other anciliary information from scientists for the sake of linking it back with the original data will be more of a challenge and an area where library experience will hopefully come to our help.",talk,,,Video - PowerPoint,
2007,2007-10-11,10:45am-11:30am,Richard Wallis (Talis),The Talis Platform,"The concepts behind the Talis Platform were first introduced by Paul Miller at Access 2006. Richard Wallis demonstrated it live at Code4Lib 2007. See how it is now being used by others, and  Talis, to deliver real applications. Find out how you can try it for yourself.",talk,,,Video - PowerPoint,
2007,2007-10-11,11:30am-12:00pm,,Hackfest Report 1,,report,,,,
2007,2007-10-11,1:00pm-1:45pm,"Amanda Etches-Johnson (McMaster University, Hamilton, ON)","Forget the Lipstick, This Pig Needs a Complete Makeover","McMaster University Library recently gave their OPAC (er, Pig) a complete makeover with the implementation of the Endeca Information Access Platform. This session discusses some of the issues we faced and decisions we made in order to improve both the overall search functionality and the user interface, and highlights some future plans.",talk,,,Video - PowerPoint,
2007,2007-10-11,1:45pm-2:45pm,"Allan Bell (University of Waterloo) | Su Cleyle (Memorial University of Newfoundland, St. John's, NF) | Slavko Manojlovich (Memorial University of Newfoundland, St. John's, NF) | Brian Owen (Simon Fraser University, Burnaby, BC)",ILS Options for Academic Libraries,"Several significant changes in the academic ILS marketplace over the past year are forcing most of us to seriously evaluate our current ILS vendor. The session will include an environmental scan of the ILS market in Canada supplemented by personal evaluations of the major ILS players including, but not limited to, Ex Libris/Voyager, III, SirsiDynix and Evergreen, a relatively new open source solution.",panel,,,,
2007,2007-10-11,3:15pm-4:00pm,Ray Siemens (University of Victoria),Scholarly Reading Interface to Renaissance English Knowledgebase,"The Renaissance English Knowledgebase (REKn) contains a combination of digital representations of primary literary and artistic works of the Renaissance (some 13,000 works at present), plus secondary materials reflecting our understanding of these earlier works (some 100,000). These materials are accessed through a reading interface, PReE, supported by a database system that facilitates their navigation and dynamic interaction, also providing access to inquiry-oriented analytical tools beyond simple search functions. The effect is that of providing an expert reading environment for those in our field, one that encourages close, comprehensive reading at the same time as it provides, conveniently, the building blocks of broad-based research inquiry. My talk will discuss REKn and PReE from both theoretical and pragmatic perspectives, focusing on the way in which an advanced computational approach can add significant value to the way in which one interacts with such materials.",talk,,,Video - PowerPoint,
2007,2007-10-11,4:00pm-5:00pm,"Mark Leggott (University of Prince Edward Island, Charlottetown, PEI)",Repository Redux,"The University of Prince Edward Island has embarked on a substantial project to support the institutions Administrative, Learning and Research communities using a Web 2.0/3.0 framework and the Fedora/Drupal/Moodle systems as the foundation. The session will describe the architecture and demo some of the core systems, such as Learn@UPEI, UPEI VRE (Virtual Research Environment) and some sample digital library collections.",talk,,,Video - PowerPoint,
2007,2007-10-12,8:30am-9:30am,Ben Hyman (BC Public Library Services Branch) | Beth Jefferson (Bibliocommons),"Open ILS, Web 2.0 and multitype provincial library initiatives in BC","In April, 2007, the Association of BC Public Library Directors and the BC Public Library Services Branch agreed to implement the Evergreen Open ILS for all of BC (BC Pines). PLSB is also working with BiblioCommons to provide BC public library users with an exciting new social search and discovery layer to integrate with Evergreen and other major ILS’s. Find out where things are 6 months later, and what’s coming next.",talk,,,,
2007,2007-10-12,9:30am-10:15am,Martin Holmes (University of Victoria) | Chris Petter (University of Victoria),Image markup and Web applications,"MaP is a tool for the markup and display of very large images on the web. It is mostly used for displaying maps with overlays, but can be used to display any image. Images can be marked up with the HCMC Image Markup Tool or the open source Inkscape drawing program. The Scraps project will produce a web-based system to mark up and display multi-level digitized artifacts, such as scrapbooks, albums, etc. The Image Markup Tool is used to mark up the digitized images. The Scraps administration program uses the IMT files and other user-supplied data to create a hierarchical structure that is displayed by the Scraps viewer. Users can drill down through the layers of the hierarchy to view embedded objects.",talk,,,,
