year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2005,2005-10-17,8:45am - 9:45am,Clifford Lynch (CNI),Keynote: Cliff's Notes 2005,,keynote,,,,
2005,2005-10-17,9:45am - 10:30am,"Frank Cervone (Northwestern University, Evanston, IL)",Planning for Assessment in Library Information Technology Services,"Just as libraries are being called upon to demonstrate their impact on services and outcomes of their parent institution or community, Library IT serices must be able to do the same. A critical component in making this happen is to adopt a model of continuous assessment that uses user-centered decision making. Learn what forces are shaping this ""culture of assessment"" and what you can do to get started using this methodology.",talk,,,,
2005,2005-10-17,11:00am - 11:45am,Jerome Mcdonough (University of Illinois at Urbana-Champaign),Introduction to METS,,talk,,,,
2005,2005-10-17,11:45am - 12:30pm,Gene Smith (Atomiq),Sorting Out Social Classification: Folksonomies and Tagging In Practice,"Folksonomies are communal classification schemes created by aggregating tags, simple keyword metadata attached to web content by thousands of users. Folksonomies and tagging gained wide acceptance in the past year through innovative online services like Flickr and Technorati, as well as flattering articles in Salon, Wired and the New York Times.

The remarkable success of folksonomies seems to up-end traditional thinking about classification and information architecture. They work even though they lack controlled vocabularies, taxonomies, facets and other hallmarks of a well-organized information space. As one pundit says, “the old way creates a tree; the new rakes leaves together.”

This session will look at folksonomies in practice—how they’re created, how they can be used, the value they can provide, and the drawbacks of user-created classification schemes.",talk,,,,
2005,2005-10-17,1:45pm - 2:30pm,"Kevin Stranack (Simon Fraser University, Burnaby, BC)","library2vendor: Open Source Development at SFU Library
","The Simon Fraser University Library has been developing and supporting software for nearly ten years. Most of this development has been done on behalf of consortia and has been largely centralized within the SFU Library, but with the recent shift of the Public Knowledge Project’s software (Open Journal Systems, Open Conference Systems, and the PKP Metadata Harvester) to SFU in early 2005, the Library is evolving new development models. This presentation outlines some of the challenges and opportunities the SFU Library is encountering as it increases the scope of its activities to make them more collaborative, distributed, and sustainable.",talk,,,,
2005,2005-10-17,2:30pm - 3:15pm,Bruce D'Arcus (Miami University),"Bridging Worlds: Library IT and Free Software
","Presents ongoing work in improving open standards and software for students and researchers by exploiting innovations in library-oriented techology and trends in the free software community. Focuses in particular on the OpenOffice bibliographic project and related work.

","talk, binkley",,,,
2005,2005-10-17,3:45pm - 5:00pm,,"Consortia Update
",,panel,,,,
2005,2005-10-18,8:45am - 9:45am,"William Moen (Universtiy of North Texas, Denton, TX)","Keynote: A Radioactive Metadata Record Approach for Interoperability Testing Based on Analysis of Metadata Utilization
","This presentation describes how funding from two Institute of Museum and Library Services Research and Demonstration National Leadership Grants is being used to:

explore an alternative approach for interoperability testing in the context of Z39.50 clients and servers, and MARC-based online library catalogs (Z-Interop2 Project)
produce empirical evidence regarding library catalogers’ use of MARC content designation (MARC Content Designation Utilization Project).
The Z-Interop2 Project has developed a method for interoperability testing using specially designed diagnostic MARC bibliographic records, which we call Radioactive MARC Records. These records support interoperability testing to assess Z39.50 protocol interoperability, information retrieval search functionality, and local indexing policies. These factors can affect the extent of interoperability between systems. Further, we have developed test scripts that automatically send test searches, retrieve results in the form of one or more of the diagnostic MARC records, and generate reports of search success or failures. Automating these processes substantially improves the efficiency of our interoperability testbed. Several sets of diagnostic MARC records have been created, differing in the content designation populated. Determining the fields and subfields to populate is based on analyzing the frequency of occurrence of the content designation in a large set of MARC records. A preliminary analysis of 400,000 MARC bibliographic records from OCLC’s WorldCat database indicated about 5% of available MARC content designation accounted for over 80% of all occurrences. Further analysis is being undertaken in the MARC Content Designation Utilization Project. We believe that the alternative approach to interoperability testing can be extended to address other protocol and metadata environments, and similarly, the methodology for analysis of MARC content designation utilization can be adapted by other metadata communities to assess the utilization of different metadata schemes.",keynote,,,,
2005,2005-10-18,9:45am - 10:30am,Mark Leggott (University of Winnieg) | Bess Sadler (Universtiy of Virginia),"Have a Martini with that Olive: An Open Source Alternative for Publishing Olive XML
Mark Leggott and Bess Sadler","The Olive digitization process is used by many libraries for OCR scanning of books and newspapers. However, this process leaves the library with proprietary PRML XML files that usually must be published by purchasing ActivePaper (TM). Martini provides an open source alternative, allowing libraries more flexibility in their web presentation of Olive files as well as other XML files, such as TEI. Libraries with multi-lingual collections and/or patrons will be especially interested in Martini's internationalization features, which make creating an interface in a new language easy even for non-programmers. Martini was developed for the Manitobia.ca project, a collection of newspaper and other historical materials.

",talk,,,,
2005,2005-10-18,11:00am - 11:45am,Roy Tennant (California Digital Library),"Breaking out of the Box: Creating Customized Metasearch Services using an XML API
","In addition to its own standard interface, Metalib, one of the premiere federated search systems used by libraries today, provides an XML-based API known as the X-Server. Little known and rarely used, the X-Server nevertheless offers libraries the ability to create highly customized metasearch systems and portals, ultimately producing more usable and powerful research tools. This session will include a brief introduction to the X-Server and showcase implementations at the California Digital Library, the Interactive University Project at UC Berkeley, and Cal State San Marcos.

",talk,,,,
