year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2015,2017-09-09,10:00am - 11:00am,"Molly Sauter (McGill, Montreal)",Opening Keynote & Dave Binkley Memorial Lecture: Public Computing and the Revolution,"Molly Sauter is a Vanier Scholar and PhD student in Communication Studies at McGill University in Montreal, Canada. She holds a masters degree in Comparative Media Studies from MIT, and is an affiliate researcher at the MIT Center for Civic Media at the MIT Media Lab and at the Berkman Center for Internet and Society at Harvard University.","keynote, binkley",,,,
2015,2017-09-09,11:15am - 11:45am,Randy Oldham (University of Guelph) | Adam Doan (University of Guelph),AODA: Enabling Innovation,"The Accessibility for Ontarians with Disabilities Act (AODA) can, at first glance, seem rather restrictive and may leave you wondering how you can continue making content available online while not violating the AODA. While the AODA contains a few exemptions which offer more wiggle room, adopting these exemptions can mean that we’re not really operating within the spirit of the legislation. As we gain more experience with the AODA, we notice that certain types of content are inherently difficult or costly to make fully AODA compliant. Randy and Adam will present several innovative ways to deliver web content while still meeting AODA requirements. This presentation is geared to anyone who puts content on the web: regardless of your level of technical web prowess, we’ve got something for you.",talk,,,,
2015,2017-09-09,11:45am - 12:15pm,"Shelley Gullikson (Carleton University, Ottawa) | Susanna Galbraith (McMaster University, Hamilton, ON) | Krista Godfrey (Memorial University of Newfoundland, St. John's, NF)",Special Snowflakes: Applying New UX Tools to Library Systems,"We’ve all heard that neither our libraries nor our users are special snowflakes. But are we? Web librarians at three academic libraries used the same UX research protocol, combining both ethnographic research and traditional usability testing. We will compare our results, identifying areas where our users share common struggles and understanding, and areas where they diverge. We will also share our experiences of adding ethnographic techniques to our toolkit.",talk,,,,
2015,2017-09-09,12:15pm - 12:30pm,Lisa Goddard (University of Victoria),Ask What DH Can Do for You,"New modes of knowledge production in the Digital Humanities emphasize collaboration, scale, and interdisciplinarity. These changes highlight a need for collaborative authoring and research environments that are able to ingest large amounts of text and image data, to support the contribution of annotations and revisions by multiple researchers, to enrich texts with geographic, bibliographic, and numerical data, and to allow for semantic tagging and linking. This ignite talk will consider some opportunities and challenges in developing library interfaces that allow our users to become collaborators who help to build rich interpretive and narrative environments around library collections.",talk,,,,
2015,2017-09-09,1:30pm - 2:15pm,"Peter Binkley (University of Alberta, Edmonton, AB) | Tricia Jenkins (University of Alberta, Edmonton, AB) | Kenton Good (University of Alberta, Edmonton, AB) | Alan Harnum (OCAD University, Toronto)",Changing the Way We Do Things,"Over the past year, Toronto Public Library’s web services department and the University of Alberta Libraries have both introduced new approaches to managing development and infrastructure. This joint panel will provide an overview of TPL’s work using the public cloud and U of A’s work with creating deployment infrastructure, using modern automation tools like Ansible, and developing an environment of cooperation including a shift towards Agile software development.  Let us tell you the story of this process of change, lessons we’ve learned, and where we think the road leads from here.",panel,,,,
2015,2017-09-09,2:15pm - 2:30pm,"Thomas Guignard (Ontario Colleges Library Service, Toronto)",DIS-INTE-GRATE!,"Let’s face it, it is time to disintegrate the ILS. Over time, integrated library systems have grown from computerised card catalogues to large systems aiming to offer libraries all the tools of their trade in one coherent toolbox. Unfortunately, after years of steady inclusion of features (that were not always those that libraries needed the most), such systems have become extremely complex. Slowed down by intricate interdependencies, vendors are struggling to keep up with the rapid evolution of third party solutions in virtually all of their traditional functions. Local cataloguing is on the decline, gradually replaced by distributed metadata repositories. Discovery layers have pushed the OPAC nearly out of existence, allowing the antiquated technology to survive only to handle circulation functions – largely because APIs to delegate those functions are still incomplete. Many libraries have stopped using their ILS acquisition module altogether, because it failed to interface with the invoicing and accounting systems of their host institutions. Serials modules still reflect the era of predominantly print journals and fail to integrate with knowledge bases, link resolvers and electronic resource management systems. Patron data is increasingly delegated to federated identity solutions. Sophisticated collection and circulation analysis can only be achieved by painstakingly extracting relevant data out of ILS databases and feeding it to dedicated statistical software. As a result, circulation is the only major ILS functionality that has yet to be matched by a better, more versatile and more powerful third party solution. Or is it? We will explore what existing solutions are currently available to replace ILS modules and discuss the very real possibility of dispensing with the ILS altogether.",talk,,,,
2015,2017-09-09,2:30pm - 3:00pm,Alison Neal (Vaughan Public Library) | Dina Stevens (Vaughan Public Library),Maker Culture on the Go: Portable Maker Kits at Vaughan Public Libraries,"Combining technology and the current DIY movement, Vaughan Public Libraries has created eight ‘maker kits’ – portable maker spaces that can be transferred from one library to another. Our kits feature such themes as circuitry, 3D printing, 2D design, robotics, coding, music and movie making. The supplies and equipment we use are open to our customers and staff and programs are run to introduce the technology and its many applications to our patrons. We would like to discuss how the uses of a vinyl cutter, a 3D printer, Lego Mindstorms, Circuitry and other technology has opened up new possibilities for our programming. We would like to share our methods, our program ideas and our observations thus far on our Maker Kits and how the technology we use promotes education, creativity and discovery.",talk,,,,
2015,2017-09-09,3:15pm - 3:25pm," Daniel Sifton (Vancouver Island University, Nanaimo, BC) ",Contest of Champions: Headless Battle!,"A URL checker can tell you about a 404 or a redirect, but what happens when your e-resources are telling your users they don’t have access when they should?",lightning,,,,
2015,2017-09-09,3:25pm - 3:35pm,Michel Castagné (University of Ottawa),Ensmartening the Web,"This talk will be an exploratory presentation on second-generation smartwatches. First will be a look at how (and how well) this kind of wearable technology works, as well as some of the current adoption statistics. Then some explanation and speculation on how (and what) libraries can develop for smartwatches, including discussion of native apps and exposing data through JSON-LD and knowledge graphs. ",lightning,,,,
2015,2017-09-09,3:35pm - 3:45pm, Lydia Zvyagintseva (University of Toronto Scarborough) ,"In Our Own Words: Libraries, Makerspaces and Community Engagement ","If you build them, will they come? Makerspaces have appeared in public and academic libraries across North America, and community members have flocked to them in order to build 3D object, create digital graphics and self-publish books using the equipment and resources available. This lightning talk reflects on the partnership between a major urban public library and a local digital civic engagement group to build a small non-traditional collection and capture local history. In Your Own Words was a project organized by Open Edmonton aimed to collect Edmonton’s oral histories using the newly-installed recording studios, part of the Edmonton Public Library’s Makerspace. Once a week, citizens were invited to come into the space to record semi-structured interviews loosely based on a particular theme. Using low-cost cloud storage and high-quality digital recording equipment, typically unavailable to average citizens, the group aimed to lower the barriers to participation in an oral history project. The stories were uploaded onto SoundCloud, a cloud-based audio sharing site, where the collection was made freely accessible. As the co-founder of the Open Edmonton, a civic technology start-up, and a recent MA/MLIS graduate, I situate this project in the theories of community engagement and civic participation to demonstrate how community groups and libraries can leverage technology to build relationships and support local knowledge preservation.",lightning,,,,
