year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2013,2013-09-24,9:15 – 10:15,Roy Tennant (OCLC),"""What a Long, Strange Trip It’s Been""","The last twenty years have seen incredible changes in libraries, society, and ourselves. Where were we in 1993 and how did we get where we are today? What were our successes, our failures, our laughably lame attempts to make progress? You’ll laugh, you’ll cry, you’ll want to punch your neighbor or throw things at the speaker. Try to behave yourself as we take a rollicking look back at where we’ve come from and discover how on earth we made it this far alive.",keynote,,,,
2013,2013-09-24,10:30 – 10:45,Sam Popowich,"Interoperability with Blacklight, EDS, and Fedora",,lightning,,,,
2013,2013-09-24,10:45 – 11:30,"Nick Ruest (York University, Toronto) | Anna St. Onge",Gettin Sh*t Done in the Digital Archives,"We live in a reality where official documents are born, revised and disseminated online. Most post-secondary institutions have record retention schedules to facilitate the transfer of official records with lasting historical value to the archives. Implementing similar practices in the online environment is challenging, in part due to an organizational culture that does not view websites as official university records, but rather as transactional, fluid spaces, despite the fact that such spaces are increasingly the only source of important documents. In addition, economic pressures and cutbacks in the university sector makes enterprise level electronic records keeping systems out of reach for many. These challenges cannot be met with a single solution. We need to work strategically to collaborate on long-term plans to ensure that born-digital records find their way into the archives.

We will focus on our efforts within the library to capture and preserve a selection of websites and communications that document York’s campus activities, in a manner that is systematic and accessible. We will report on our efforts to pilot this approach both within the university environment and in the wider community. We will reflect on our efforts to share our practice, successes and failures publicly, working within events in which we have a personal or philosophical investment. A keynote speaker at a recent archival conference admonished the profession that “once one becomes an activist, one has lost one’s perspective and objectivity as a public servant.” We aim to test this assertion and demonstrate that ‘active’ professionals can contribute to the preservation of our own institutional memory, and document the wider online social movements shaping our collective experience.
",lightning,,,,
2013,2013-09-24,11:30 – 12:00,Andrew Nagy,Reinventing Discovery: An Analysis of Big Data,"As the late Steve Jobs would say, don’t listen to your customers, they don’t know what they want. Usability studies and live user analysis provide valuable feedback about your product or web site in terms of how the tool is used, but listening to the users about what they want out of the tool can result in a “whack-a-mole” scenario where you solve a problem for one user, but create new problems for other users. Analyzing usage data can provide a very different perspective on how live users actually use the tool and allow you to identify different personas and use cases. This talk will share how Serials Solutions collects and analyzes a dataset of queries and clicks generated by millions of users at hundreds of libraries around the world to find behaviors, patterns, successes and failures in the interface design and search algorithms and then how we leverage that to improve and redesign. We will share the details of our custom developed data warehouse system and how we leverage these tools to perform our analysis. We will also share with you before-and-afters that were developed based on the results of the ongoing analysis.",talk,,,,
2013,2013-09-24,1:30 – 1:50,"Jason Casden (North Carolina State University, Raleigh, NC)",Building crowdsourced photographic collections with lentil and Instagram,"In January 2013, the NCSU Libraries opened the James B. Hunt Jr. Library at North Carolina State University. Telling the story of the new library was crowdsourced through an Instagram-based project called My #HuntLibrary. Developed collaboratively by our Digital Library Initiatives, Communications, and Special Collections departments, My #HuntLibrary is both a user engagement tool and a digital preservation effort. Photographs tagged #HuntLibrary are included in a collection that is displayed in multiple interactive, responsive views, ranging from four inches to twenty feet. The entire collection of digital images will be preserved in our digital archives.

In May 2013, the My #HuntLibrary code was released as an open-source Rails Engine called “lentil” in order to simplify the creation of similar projects. lentil is a framework for applications that harvest image metadata from Instagram, provides moderation, browsing, voting, and sharing tools, and harvests image files and submits donor agreements in preparation of ingest into external repositories. A lentil-based application can be quickly customized and deployed to any Rails-capable web server (including Heroku) as a complete crowdsourced photographic documentation project.

lentil serves as a platform for investigating questions related to library approaches to user engagement, the preservation of social media, large-scale interface design, and including new participants in digital archival materials creation and selection processes. This presentation will present insights based on user interviews, application usage data, image contributions, social media feedback, voting (community curation) trends, and experience integrating these materials into existing digital collections systems.",talk,,,,
2013,2013-09-24,1:50 – 2:20,Peter Binkley (University of Alberta),First Decade: Done and Dusted,"Our flagship digitization project was launched ten years ago. As digital custodians, we were tasked by our director to think about preservation in the 500 year time frame. At the 2% point, it’s worth pausing to take stock.

Over the past decade our content has piled higher and higher, and ramified into a variety of new types: research data sets, user-contributed files of every variety in the institutional repository,etc. Media and the possible physical infrastructures for preservation have developed. The concept of the Trusted Digital Repository has been defined and necessary policy framework has been laid out. Opportunities for partnerships over distance and preservation in the cloud have emerged. The role of the library as the preservation agent in the research community has been both affirmed and questioned.

We have responded to these changes in various ways over the years. We have ramped up from megabytes to gigabytes to terabytes. We have migrated our core content from platform to platform. We have handled new content through a variety of channels involving partnerships with OCUL and Internet Archive. We have expanded our staff and our breadth of expertise. We are deploying a new platform this summer.

This talk will draw the trajectory of our experience of the past decade, and try to project it into the next 490 years. Listeners will gain a high-level view of the challenges and opportunities of digital preservation, grounded in a narrative of a decade of practical experience at a peer institution to which they can compare their own experiences.",talk,,,,
2013,2013-09-24,2:20 – 2:50,"Todd Holbrook (SFU, Burnaby, BC) | Calvin Mah (SFU, Burnacy, BC)",The SFU Library Open Data API,"The SFU Library has built an Open Data API. Information that is normally stored in non public accessible databases such as library hours, real time computer availability, and current items on reserves could previously only be accessed by our own website and developers. An Open Data API allows us to easily share this data with other units on campus, and the rest of the university community.

The SFU Library Open Data API was first created to share items on reserves information with other units on campus. The question arose to what other data can we make available? Information such as which computer workstation is currently occupied could be shared. The data that creates our library hours is also made available.

The open data movement has become popular in the last few years. Most of the open data initiatives have been initiated by government. Libraries have traditionally not become involved in either being neither a consumer nor producer of open data. The SFU Library Open Data API is a modest start, but by developing generalized shareable interfaces we can make our own information open and available.",talk,,,,
2013,2013-09-24,2:50 – 3:05,"Steve Marsden (Ryerson University, Toronto) | Fangmin Wang (Ryerson University, Toronto)",Bookfinder: find your books fast!,"Ryerson University Library has developed its award winning (2013 CLA recipient for innovative technology) “Book Finder” web application capable of mapping an items physical location down to the exact shelf it is located on. Designed with flexibility in mind, this program is capable of mapping and displaying all sorts of unique content and collections by identifying a contents type (DVD, Books, Reserve, etc..) and applying rules to only search material within that context.

In April 2013, we open-sourced our application on Github to share with the community. We encourage institutions to further develop and contribute improvements back so that the entire community will benefit.",lightning,,,,
2013,2013-09-24,3:30 – 4:30,"Dale Askey (McMaster University, Hamilton, ON) | Mark Jordan (SFU, Burnaby, BC) |Catherine Steeves (Guelph) |MJ Suhonos (Ryerson University, Toronto)","Culture Clash: IT Experimentation, Innovation, and Failure in Libraries","Celebrating failure is hip these days. Yet, library administrators have traditionally been circumspect about admitting failure — or taking risks that may lead to failure — perhaps for good reasons. An unfortunate result of avoiding failure is that doing so often precludes experimentation and innovation.

Within the predominant organizational culture in libraries, numerous subcultures exist side-by-side. The core subcultures — technical services, public services, and collections, to name three — tend to define the overall culture, while the subculture of library IT often remains on the periphery. The pace of broader IT innovation also far exceeds that of the library’s natural evolution, creating an inherent conflict of pacing that must be constantly negotiated.

Experimentation is common within library IT subculture and potential resultant failure is not typically perceived as negatively within IT as it is in most other areas of the library. Systems librarians are generally pragmatic and don’t trust potential solutions until they experiment with them. They learn from failure and try something else. Library IT administrators are sometimes caught between the try-it-and-see-what-happens culture of IT staff and the usually more cautious practice of library management.

The members of this panel will share their views on fostering a culture of innovation and why library administrators should embrace experimentation and risk and develop strategies for managing failure in positive ways. While the panelists may describe specific examples from their experience, this session is not intended to be a series of case studies. Panelists will take a cultural approach to exploring risk, failure, and innovation to suggest ways to build more productive, agile, and relevant libraries.",panel,,,,
2013,2013-09-24,4:30 – 5:00,,Ask Anything,,ama,,,,
